year,country,vessel_number,vessel_name,cruise_number,area_code,geographic_area_name,council_sablefish_management_area,species_code,common_name,sex,length,rpn,rpw,last_modified_date,akfin_load_date
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,32,17.031325919025967,13.244302852745836,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,33,39.25517492998532,30.80483480668025,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,34,28.143250424505645,22.024568829713044,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,35,33.33577351643903,26.340797930901626,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,36,56.28650084901129,44.04913765942609,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,37,58.51932323417153,46.13334832272536,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,38,28.143250424505645,22.024568829713044,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,39,58.51932323417153,46.13334832272536,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,40,50.367099435465,39.58510078364746,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,41,42.21487563675847,33.03685324456956,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,42,39.25517492998532,30.80483480668025,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,43,14.071625212252822,11.012284414856522,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,44,17.031325919025967,13.244302852745836,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,45,33.33577351643903,26.340797930901626,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,48,28.143250424505645,22.024568829713044,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,41,W-Grounds,West Yakutat,30020,Shortspine thornyhead,3,49,11.111924505479678,8.78026597696721,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,39,East Yakutat slope,East Yakutat/Southeast,30020,Shortspine thornyhead,3,61,69.72659932659933,74.12512371744289,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,39,East Yakutat slope,East Yakutat/Southeast,30020,Shortspine thornyhead,3,66,1.2903123076020555,1.0015663454869939,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,24,5.507402829149821,3.822090984530622,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,25,24.120331938483094,16.28388830048417,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,26,46.477975932213354,30.050650257584532,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,27,93.74512358883213,66.13922045509113,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,28,266.5854187734457,177.83565072547626,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,29,380.2742496629666,254.62565402041895,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,30,400.8250788272389,270.16714292426275,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,31,451.74280605930136,309.076541026879,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,32,886.9474254901531,599.8286370898071,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,33,1064.6760651697966,729.3607840749172,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,34,842.8061578480825,576.1273103220124,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,35,927.8172232117847,638.8155653316304,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,36,804.8517337569067,550.5692797795633,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,37,586.1663760911301,405.48323914506085,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,38,590.0444450500141,415.6951961863105,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,39,591.2498789808886,408.87059212519017,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,40,350.9298369718405,244.61112204366663,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,41,434.4041105684313,299.9688182677791,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,42,294.78652049809904,205.56753007376662,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,43,251.60385907491167,178.09741852842228,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,44,240.84386670253727,168.53360465110902,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,45,218.82669731419728,155.12922040992393,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,27,90.17235026751862,47.696110867205334,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,28,28.542232874319698,15.944944408925641,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,29,95.14077624773233,53.1498146964188,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,30,104.65485387250556,58.46479616606068,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,31,118.71458314183832,63.64105527613098,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,32,232.88351463911712,127.42083291183354,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,33,385.1087566354888,212.46053642610363,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,34,375.59467901071554,207.14555495646175,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,35,351.5980977809554,191.06188818796448,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,26,12.434506039954712,6.7916418129615295,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,27,15.96245567461664,8.781778346949729,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,28,15.96245567461664,8.781778346949729,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,29,17.63974817330964,9.950682669940996,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,30,31.92491134923328,17.563556693899457,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,31,90.396127277069,49.87930133671324,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,32,146.8933058360143,67.07077432881748,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,33,145.33939357024275,80.20490944553883,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,46,137.50614217129822,97.8192417644031,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,47,154.50882803457333,106.39808821922851,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,48,130.743761162508,90.3544891116138,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,49,65.36448535074025,45.23828881732982,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,50,107.34790598698916,74.15319260224656,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,51,36.50102982752435,28.316560988340232,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,52,37.8962342418714,25.77807150028781,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,53,85.79642351344731,57.98347038534086,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,54,32.38883141272158,21.955980515757187,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,55,9.93506382891761,7.321300985074853,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,56,8.85532199953558,6.99842000108846,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,57,4.42766099976779,3.49921000054423,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,58,9.93506382891761,7.321300985074853,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,59,30.72226705804245,20.306771745955356,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,34,168.35774851418327,92.96696086046495,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,35,152.2219282022907,84.53285462550957,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,36,136.25947252767406,75.75107627855982,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,37,160.95511997030755,89.68203201647722,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,38,74.26030696517643,41.44519510175785,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,39,108.03587545037863,59.82998400665424,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,40,53.09260915720485,29.504375897828652,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,41,24.695647442633497,13.930955737917394,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,42,28.396961714571354,15.573420159911258,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,43,14.111798538647713,7.9605461359527965,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,44,3.5279496346619283,1.9901365339881991,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,45,24.869012079909425,13.583283625923059,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,46,3.5279496346619283,1.9901365339881991,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,49,12.434506039954712,6.7916418129615295,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,46,Spencer Gully,East Yakutat/Southeast,30020,Shortspine thornyhead,3,50,12.434506039954712,6.7916418129615295,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,60,27.961170412953788,18.45677051521296,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,61,4.42766099976779,3.49921000054423,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,62,20.868536358171045,13.9754768575083,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,64,19.788794528789015,13.652595873521907,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,25,Shumagin Slope,Western Gulf of Alaska,30020,Shortspine thornyhead,3,73,5.507402829149821,3.822090984530622,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,36,270.93982513821004,148.68075879040106,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,37,199.7956301202379,111.61461086247948,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,38,190.28155249546467,106.2996293928376,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,39,161.73931962114494,90.35468498391197,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,40,57.084465748639396,31.889888817851283,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,41,123.68300912205201,69.09475910534445,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,42,128.22866076661154,68.95603674577285,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,43,38.05631049909293,21.259925878567522,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,44,28.542232874319698,15.944944408925641,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,45,9.514077624773233,5.3149814696418805,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,46,28.542232874319698,15.944944408925641,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,36,Amatuli Gully,Central Gulf of Alaska,30020,Shortspine thornyhead,3,47,9.514077624773233,5.3149814696418805,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,42,67.9776096511857,36.645861039219085,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,43,53.26778670827274,32.84378524198183,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,45,17.75592890275758,10.947928413993942,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,46,35.51185780551516,21.895856827987885,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,47,26.63389335413637,16.421892620990914,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,48,8.87796445137879,5.473964206996971,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,49,8.87796445137879,5.473964206996971,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,52,17.75592890275758,10.947928413993942,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,53,17.75592890275758,10.947928413993942,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,54,8.87796445137879,5.473964206996971,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,55,8.87796445137879,5.473964206996971,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,56,8.87796445137879,5.473964206996971,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,60,17.75592890275758,10.947928413993942,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,61,8.87796445137879,5.473964206996971,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,64,8.87796445137879,5.473964206996971,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,47,Ommaney Trench,East Yakutat/Southeast,30020,Shortspine thornyhead,3,65,8.87796445137879,5.473964206996971,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,42,Yakutat Valley,West Yakutat,30020,Shortspine thornyhead,3,27,16.15556301783352,9.512319374879558,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,42,Yakutat Valley,West Yakutat,30020,Shortspine thornyhead,3,28,16.15556301783352,9.512319374879558,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,42,Yakutat Valley,West Yakutat,30020,Shortspine thornyhead,3,29,49.76620429426068,28.21404165156543,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,42,Yakutat Valley,West Yakutat,30020,Shortspine thornyhead,3,30,25.532859767510402,13.945562589246096,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,42,Yakutat Valley,West Yakutat,30020,Shortspine thornyhead,3,31,17.45507825859364,9.189402901806318,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,42,Yakutat Valley,West Yakutat,30020,Shortspine thornyhead,3,32,95.35317280188497,50.703174196471366,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,42,Yakutat Valley,West Yakutat,30020,Shortspine thornyhead,3,33,69.82031303437456,36.75761160722527,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,42,Yakutat Valley,West Yakutat,30020,Shortspine thornyhead,3,34,84.67636081144796,46.592847455178074,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,42,Yakutat Valley,West Yakutat,30020,Shortspine thornyhead,3,35,80.49712502481157,40.867938348518564,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,42,Yakutat Valley,West Yakutat,30020,Shortspine thornyhead,3,36,77.89809454329134,41.51377129466505,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,42,Yakutat Valley,West Yakutat,30020,Shortspine thornyhead,3,37,18.754593499353764,8.866486428733076,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
2001,United States,81,Ocean Prowler,200101,42,Yakutat Valley,West Yakutat,30020,Shortspine thornyhead,3,38,24.23334452675028,14.268479062319336,2021-07-23T17:22:35Z,2023-09-12T12:09:23Z
