species_code,year,length,frequency,fmp_subarea,source
350,2006,22,1,AI,AI fishery
350,2016,58,1,AI,AI fishery
350,2016,47,1,AI,AI fishery
350,2016,56,1,AI,AI fishery
350,2016,42,1,AI,AI fishery
350,2016,50,1,AI,AI fishery
350,2016,54,1,AI,AI fishery
350,2016,55,1,AI,AI fishery
350,2016,52,1,AI,AI fishery
350,2016,61,1,AI,AI fishery
350,2016,59,1,AI,AI fishery
350,2016,33,1,AI,AI fishery
350,2016,56,1,AI,AI fishery
350,2016,58,2,AI,AI fishery
350,2016,43,1,AI,AI fishery
350,2016,45,1,AI,AI fishery
350,2016,42,2,AI,AI fishery
350,2016,60,1,AI,AI fishery
350,2016,59,1,AI,AI fishery
350,2016,63,1,AI,AI fishery
350,2016,59,1,AI,AI fishery
350,2016,46,2,AI,AI fishery
350,2016,61,1,AI,AI fishery
350,2016,50,1,AI,AI fishery
350,2004,38,1,EBS,EBS fishery
350,2004,35,1,EBS,EBS fishery
350,2004,36,1,EBS,EBS fishery
350,2004,43,1,EBS,EBS fishery
350,2004,39,1,EBS,EBS fishery
350,2004,40,1,EBS,EBS fishery
350,2004,41,1,EBS,EBS fishery
350,2004,42,1,EBS,EBS fishery
350,2004,43,1,EBS,EBS fishery
350,2004,50,2,EBS,EBS fishery
350,2004,55,1,EBS,EBS fishery
350,2004,56,1,EBS,EBS fishery
350,2004,37,1,EBS,EBS fishery
350,2004,44,2,EBS,EBS fishery
350,2004,45,2,EBS,EBS fishery
350,2004,48,1,EBS,EBS fishery
350,2004,49,1,EBS,EBS fishery
350,2004,50,1,EBS,EBS fishery
350,2004,51,1,EBS,EBS fishery
350,2004,53,1,EBS,EBS fishery
350,2004,55,1,EBS,EBS fishery
350,2004,43,1,EBS,EBS fishery
350,2004,44,1,EBS,EBS fishery
350,2004,48,1,EBS,EBS fishery
350,2004,53,1,EBS,EBS fishery
350,2004,66,1,EBS,EBS fishery
350,2004,41,3,EBS,EBS fishery
350,2004,44,1,EBS,EBS fishery
350,2004,47,1,EBS,EBS fishery
350,2004,50,1,EBS,EBS fishery
350,2003,31,1,AI,AI fishery
350,2003,33,1,AI,AI fishery
350,2003,34,2,AI,AI fishery
350,2003,32,1,AI,AI fishery
350,2003,46,1,AI,AI fishery
350,2003,55,1,AI,AI fishery
350,2003,35,1,AI,AI fishery
350,2004,44,2,EBS,EBS fishery
350,2004,47,1,EBS,EBS fishery
350,2004,49,1,EBS,EBS fishery
350,2004,51,1,EBS,EBS fishery
350,2004,57,1,EBS,EBS fishery
350,2004,36,1,EBS,EBS fishery
350,2004,45,1,EBS,EBS fishery
350,2004,48,1,EBS,EBS fishery
350,2004,49,1,EBS,EBS fishery
350,2004,51,2,EBS,EBS fishery
350,2004,53,1,EBS,EBS fishery
350,2003,30,1,AI,AI fishery
350,2003,17,1,AI,AI fishery
350,2003,18,1,AI,AI fishery
350,2003,19,1,AI,AI fishery
350,2003,22,1,AI,AI fishery
350,2003,23,1,AI,AI fishery
350,2003,26,1,AI,AI fishery
350,2003,31,1,AI,AI fishery
350,2003,44,1,AI,AI fishery
350,2004,69,1,EBS,EBS fishery
350,2004,43,1,EBS,EBS fishery
350,2004,46,2,EBS,EBS fishery
350,2004,49,1,EBS,EBS fishery
350,2004,37,1,EBS,EBS fishery
350,2004,53,1,EBS,EBS fishery
350,2004,54,1,EBS,EBS fishery
350,2004,59,1,EBS,EBS fishery
350,2004,46,1,EBS,EBS fishery
350,2004,47,1,EBS,EBS fishery
350,2004,50,1,EBS,EBS fishery
350,2004,53,1,EBS,EBS fishery
350,2004,56,1,EBS,EBS fishery
350,2004,41,1,EBS,EBS fishery
350,2004,49,1,EBS,EBS fishery
350,2004,50,1,EBS,EBS fishery
350,2004,51,1,EBS,EBS fishery
350,2004,52,1,EBS,EBS fishery
350,2004,53,1,EBS,EBS fishery
350,2004,54,1,EBS,EBS fishery
350,2004,57,1,EBS,EBS fishery
350,2003,43,1,EBS,EBS fishery
350,2003,44,1,EBS,EBS fishery
350,2003,46,1,EBS,EBS fishery
350,2003,47,2,EBS,EBS fishery
350,2003,48,1,EBS,EBS fishery
350,2003,49,3,EBS,EBS fishery
350,2003,50,2,EBS,EBS fishery
350,2003,51,2,EBS,EBS fishery
350,2003,53,2,EBS,EBS fishery
350,2003,54,1,EBS,EBS fishery
350,2003,56,1,EBS,EBS fishery
350,2003,58,1,EBS,EBS fishery
350,2003,44,1,EBS,EBS fishery
350,2003,30,1,EBS,EBS fishery
350,2003,37,1,EBS,EBS fishery
350,2003,47,1,EBS,EBS fishery
350,2003,50,1,EBS,EBS fishery
350,2003,63,1,EBS,EBS fishery
350,2003,33,1,EBS,EBS fishery
350,2003,35,2,EBS,EBS fishery
350,2003,37,3,EBS,EBS fishery
350,2003,38,1,EBS,EBS fishery
350,2003,40,1,EBS,EBS fishery
350,2003,42,1,EBS,EBS fishery
350,2003,44,1,EBS,EBS fishery
350,2003,47,2,EBS,EBS fishery
350,2003,48,1,EBS,EBS fishery
350,2003,53,1,EBS,EBS fishery
350,2003,71,1,EBS,EBS fishery
350,2003,33,1,EBS,EBS fishery
350,2003,36,1,EBS,EBS fishery
350,2003,40,1,EBS,EBS fishery
350,2003,41,1,EBS,EBS fishery
350,2003,44,2,EBS,EBS fishery
350,2003,45,2,EBS,EBS fishery
350,2003,49,1,EBS,EBS fishery
350,2003,56,1,EBS,EBS fishery
350,2003,65,1,EBS,EBS fishery
350,2003,36,1,EBS,EBS fishery
350,2003,32,1,EBS,EBS fishery
350,2003,34,2,EBS,EBS fishery
350,2003,35,2,EBS,EBS fishery
350,2003,36,1,EBS,EBS fishery
350,2003,42,1,EBS,EBS fishery
350,2003,43,1,EBS,EBS fishery
350,2003,23,1,AI,AI fishery
350,2003,33,1,EBS,EBS fishery
350,2003,36,3,EBS,EBS fishery
350,2003,37,1,EBS,EBS fishery
350,2003,38,1,EBS,EBS fishery
350,2003,40,2,EBS,EBS fishery
350,2003,41,1,EBS,EBS fishery
350,2003,44,1,EBS,EBS fishery
350,2003,54,1,EBS,EBS fishery
350,2003,31,2,EBS,EBS fishery
350,2003,36,3,EBS,EBS fishery
350,2003,38,1,EBS,EBS fishery
350,2003,40,1,EBS,EBS fishery
350,2003,43,1,EBS,EBS fishery
350,2003,30,1,EBS,EBS fishery
350,2003,31,2,EBS,EBS fishery
350,2003,33,2,EBS,EBS fishery
350,2003,34,2,EBS,EBS fishery
350,2003,36,2,EBS,EBS fishery
350,2003,25,1,EBS,EBS fishery
350,2003,32,1,EBS,EBS fishery
350,2003,33,2,EBS,EBS fishery
350,2003,34,2,EBS,EBS fishery
350,2003,35,1,EBS,EBS fishery
350,2003,39,1,EBS,EBS fishery
350,2003,33,2,EBS,EBS fishery
350,2003,36,1,EBS,EBS fishery
350,2003,37,3,EBS,EBS fishery
350,2003,38,1,EBS,EBS fishery
350,2003,41,1,EBS,EBS fishery
350,2003,44,1,EBS,EBS fishery
350,2003,31,1,EBS,EBS fishery
350,2003,34,1,EBS,EBS fishery
350,2003,35,3,EBS,EBS fishery
350,2003,36,1,EBS,EBS fishery
350,2003,38,2,EBS,EBS fishery
350,2003,23,1,EBS,EBS fishery
350,2003,25,1,EBS,EBS fishery
350,2003,35,1,EBS,EBS fishery
350,2003,36,2,EBS,EBS fishery
350,2003,39,1,EBS,EBS fishery
350,2003,40,1,EBS,EBS fishery
350,2003,21,1,EBS,EBS fishery
350,2003,31,1,EBS,EBS fishery
350,2003,32,2,EBS,EBS fishery
350,2003,33,1,EBS,EBS fishery
350,2003,34,1,EBS,EBS fishery
350,2003,35,2,EBS,EBS fishery
350,2003,36,2,EBS,EBS fishery
350,2003,38,1,EBS,EBS fishery
350,2003,40,1,EBS,EBS fishery
350,2003,40,1,EBS,EBS fishery
350,2003,41,1,EBS,EBS fishery
350,2003,42,4,EBS,EBS fishery
350,2003,43,1,EBS,EBS fishery
350,2003,44,1,EBS,EBS fishery
350,2003,48,1,EBS,EBS fishery
350,2003,30,1,EBS,EBS fishery
350,2003,40,1,EBS,EBS fishery
350,2003,43,3,EBS,EBS fishery
350,2003,45,1,EBS,EBS fishery
350,2003,47,1,EBS,EBS fishery
350,2003,41,2,EBS,EBS fishery
350,2003,42,2,EBS,EBS fishery
350,2003,43,2,EBS,EBS fishery
350,2003,45,1,EBS,EBS fishery
350,2003,65,1,EBS,EBS fishery
350,2003,38,1,EBS,EBS fishery
350,2003,39,3,EBS,EBS fishery
350,2003,40,1,EBS,EBS fishery
350,2003,45,1,EBS,EBS fishery
350,2003,48,1,EBS,EBS fishery
350,2019,68,1,AI,AI fishery
350,2003,44,1,AI,AI fishery
350,2003,46,1,AI,AI fishery
350,2003,48,1,AI,AI fishery
350,2003,43,1,AI,AI fishery
350,2003,20,1,AI,AI fishery
350,2003,37,1,AI,AI fishery
350,2003,39,1,AI,AI fishery
350,2003,41,1,AI,AI fishery
350,2003,58,1,EBS,EBS fishery
350,2003,45,4,EBS,EBS fishery
350,2003,46,1,EBS,EBS fishery
350,2003,48,1,EBS,EBS fishery
350,2003,49,3,EBS,EBS fishery
350,2003,50,1,EBS,EBS fishery
350,2003,51,1,EBS,EBS fishery
350,2003,52,1,EBS,EBS fishery
350,2003,55,1,EBS,EBS fishery
350,2003,56,2,EBS,EBS fishery
350,2003,38,2,EBS,EBS fishery
350,2003,41,1,EBS,EBS fishery
350,2003,42,3,EBS,EBS fishery
350,2003,46,1,EBS,EBS fishery
350,2003,49,1,EBS,EBS fishery
350,2003,51,3,EBS,EBS fishery
350,2003,55,1,EBS,EBS fishery
350,2003,56,1,EBS,EBS fishery
350,2003,39,1,EBS,EBS fishery
350,2003,43,1,EBS,EBS fishery
350,2003,44,1,EBS,EBS fishery
350,2003,45,1,EBS,EBS fishery
350,2003,50,1,EBS,EBS fishery
350,2003,53,1,EBS,EBS fishery
350,2003,48,1,EBS,EBS fishery
350,2003,51,1,EBS,EBS fishery
350,2003,54,1,EBS,EBS fishery
350,2003,33,1,EBS,EBS fishery
350,2003,36,1,EBS,EBS fishery
350,2003,42,1,EBS,EBS fishery
350,2003,44,1,EBS,EBS fishery
350,2003,48,1,EBS,EBS fishery
350,2003,37,1,EBS,EBS fishery
350,2003,37,1,AI,AI fishery
350,2003,48,1,AI,AI fishery
350,2003,50,1,AI,AI fishery
350,2003,40,1,AI,AI fishery
350,2003,53,1,EBS,EBS fishery
350,2003,56,1,EBS,EBS fishery
350,2003,57,1,EBS,EBS fishery
350,2003,60,2,EBS,EBS fishery
350,2003,62,1,EBS,EBS fishery
350,2003,49,2,EBS,EBS fishery
350,2003,50,1,EBS,EBS fishery
350,2003,51,1,EBS,EBS fishery
350,2003,54,2,EBS,EBS fishery
350,2003,56,1,EBS,EBS fishery
350,2003,57,1,EBS,EBS fishery
350,2002,59,1,AI,AI fishery
350,2003,28,1,EBS,EBS fishery
350,2003,32,1,EBS,EBS fishery
350,2003,33,1,EBS,EBS fishery
350,2003,34,1,EBS,EBS fishery
350,2003,35,1,EBS,EBS fishery
350,2003,36,1,EBS,EBS fishery
350,2003,38,2,EBS,EBS fishery
350,2003,40,1,EBS,EBS fishery
350,2003,52,1,EBS,EBS fishery
350,2003,28,1,EBS,EBS fishery
350,2003,30,1,EBS,EBS fishery
350,2003,32,1,EBS,EBS fishery
350,2003,33,1,EBS,EBS fishery
350,2003,34,1,EBS,EBS fishery
350,2003,35,2,EBS,EBS fishery
350,2003,37,1,EBS,EBS fishery
350,2003,40,1,EBS,EBS fishery
350,2003,43,1,EBS,EBS fishery
350,2015,33,1,AI,AI fishery
350,2015,43,1,AI,AI fishery
350,2006,31,1,AI,AI fishery
350,2006,35,1,AI,AI fishery
350,2006,45,1,AI,AI fishery
350,2006,45,1,AI,AI fishery
350,2006,35,1,AI,AI fishery
350,2006,49,1,AI,AI fishery
350,2006,35,1,AI,AI fishery
350,2006,30,1,AI,AI fishery
350,2006,35,1,AI,AI fishery
350,2006,38,1,AI,AI fishery
350,2006,44,1,AI,AI fishery
350,2006,51,2,AI,AI fishery
350,2006,55,1,AI,AI fishery
350,2016,27,1,AI,AI fishery
350,2016,22,1,AI,AI fishery
350,2006,62,1,AI,AI fishery
350,2006,54,1,AI,AI fishery
350,2006,37,1,AI,AI fishery
350,2006,38,1,AI,AI fishery
350,2016,21,1,AI,AI fishery
350,2016,22,1,AI,AI fishery
350,2016,23,1,AI,AI fishery
350,2016,24,1,AI,AI fishery
350,2016,25,2,AI,AI fishery
350,2016,19,1,AI,AI fishery
350,2016,28,1,AI,AI fishery
350,2003,43,1,EBS,EBS fishery
350,2003,49,1,EBS,EBS fishery
350,2003,50,2,EBS,EBS fishery
350,2003,52,3,EBS,EBS fishery
350,2003,53,1,EBS,EBS fishery
350,2003,54,3,EBS,EBS fishery
350,2003,61,1,EBS,EBS fishery
350,2003,47,1,EBS,EBS fishery
350,2003,51,1,EBS,EBS fishery
350,2018,37,1,AI,AI fishery
350,2018,33,1,AI,AI fishery
350,2018,37,1,AI,AI fishery
350,2018,39,1,AI,AI fishery
350,2018,29,1,AI,AI fishery
350,2018,28,1,AI,AI fishery
350,2018,33,1,AI,AI fishery
350,2018,39,1,AI,AI fishery
350,2002,30,2,EBS,EBS fishery
350,2002,34,1,EBS,EBS fishery
350,2002,35,1,EBS,EBS fishery
350,2002,36,1,EBS,EBS fishery
350,2002,37,1,EBS,EBS fishery
350,2002,38,1,EBS,EBS fishery
350,2002,41,2,EBS,EBS fishery
350,2002,31,1,EBS,EBS fishery
350,2002,32,1,EBS,EBS fishery
350,2002,30,2,EBS,EBS fishery
350,2002,31,1,EBS,EBS fishery
350,2002,33,1,EBS,EBS fishery
350,2002,34,1,EBS,EBS fishery
350,2002,35,2,EBS,EBS fishery
350,2002,36,1,EBS,EBS fishery
350,2002,37,2,EBS,EBS fishery
350,2002,38,1,EBS,EBS fishery
350,2002,41,1,EBS,EBS fishery
350,2002,42,1,EBS,EBS fishery
350,2002,32,1,EBS,EBS fishery
350,2002,39,1,EBS,EBS fishery
350,2002,42,1,EBS,EBS fishery
350,2002,43,1,EBS,EBS fishery
350,2002,44,1,EBS,EBS fishery
350,2002,45,1,EBS,EBS fishery
350,2002,46,1,EBS,EBS fishery
350,2002,44,1,EBS,EBS fishery
350,2002,45,1,EBS,EBS fishery
350,2002,61,1,EBS,EBS fishery
350,2002,34,1,EBS,EBS fishery
350,2004,27,1,EBS,EBS fishery
350,2004,30,1,EBS,EBS fishery
350,2004,34,4,EBS,EBS fishery
350,2004,35,1,EBS,EBS fishery
350,2004,37,1,EBS,EBS fishery
350,2004,34,2,EBS,EBS fishery
350,2004,37,2,EBS,EBS fishery
350,2004,41,1,EBS,EBS fishery
350,2004,22,1,EBS,EBS fishery
350,2004,23,1,EBS,EBS fishery
350,2004,27,1,EBS,EBS fishery
350,2002,46,1,AI,AI fishery
350,2002,47,1,AI,AI fishery
350,2002,49,4,AI,AI fishery
350,2002,50,1,AI,AI fishery
350,2002,51,1,AI,AI fishery
350,2002,52,2,AI,AI fishery
350,2002,53,1,AI,AI fishery
350,2002,55,1,AI,AI fishery
350,2002,46,1,AI,AI fishery
350,2002,51,2,AI,AI fishery
350,2002,55,1,AI,AI fishery
350,2002,57,1,AI,AI fishery
350,2006,56,1,EBS,EBS fishery
350,2006,39,1,EBS,EBS fishery
350,2006,40,1,EBS,EBS fishery
350,2006,52,1,EBS,EBS fishery
350,2006,55,1,EBS,EBS fishery
350,2002,45,1,AI,AI fishery
350,2002,47,1,AI,AI fishery
350,2002,49,2,AI,AI fishery
350,2002,51,2,AI,AI fishery
350,2002,37,1,AI,AI fishery
350,2002,38,2,AI,AI fishery
350,2002,41,1,AI,AI fishery
350,2002,43,1,AI,AI fishery
350,2002,44,1,AI,AI fishery
350,2002,48,1,AI,AI fishery
350,2002,50,1,AI,AI fishery
350,2002,56,1,AI,AI fishery
350,2002,58,1,AI,AI fishery
350,2002,42,1,AI,AI fishery
350,2002,60,1,AI,AI fishery
350,2002,33,1,AI,AI fishery
350,2002,44,2,AI,AI fishery
350,2002,64,1,AI,AI fishery
350,2002,32,1,AI,AI fishery
350,2002,34,2,AI,AI fishery
350,2002,35,1,AI,AI fishery
350,2002,36,1,AI,AI fishery
350,2002,37,2,AI,AI fishery
350,2002,47,2,AI,AI fishery
350,2002,31,1,EBS,EBS fishery
350,2002,43,1,EBS,EBS fishery
350,2002,45,2,EBS,EBS fishery
350,2002,46,1,EBS,EBS fishery
350,2002,52,1,EBS,EBS fishery
350,2002,54,1,EBS,EBS fishery
350,2002,34,1,EBS,EBS fishery
350,2002,39,1,EBS,EBS fishery
350,2002,41,1,EBS,EBS fishery
350,2002,42,1,EBS,EBS fishery
350,2002,43,1,EBS,EBS fishery
350,2002,46,2,EBS,EBS fishery
350,2002,48,1,EBS,EBS fishery
350,2002,34,1,EBS,EBS fishery
350,2002,39,1,EBS,EBS fishery
350,2002,40,1,EBS,EBS fishery
350,2002,44,1,EBS,EBS fishery
350,2002,45,1,EBS,EBS fishery
350,2002,49,1,EBS,EBS fishery
350,2002,54,1,EBS,EBS fishery
350,2002,67,1,EBS,EBS fishery
350,2002,41,1,EBS,EBS fishery
350,2002,44,1,EBS,EBS fishery
350,2002,45,1,EBS,EBS fishery
350,2002,46,1,EBS,EBS fishery
350,2002,49,1,EBS,EBS fishery
350,2002,50,3,EBS,EBS fishery
350,2002,51,1,EBS,EBS fishery
350,2002,52,1,EBS,EBS fishery
350,2002,54,2,EBS,EBS fishery
350,2002,56,1,EBS,EBS fishery
350,2002,44,1,EBS,EBS fishery
350,2002,46,1,EBS,EBS fishery
350,2002,47,2,EBS,EBS fishery
350,2002,49,1,EBS,EBS fishery
350,2002,44,1,EBS,EBS fishery
350,2002,46,1,EBS,EBS fishery
350,2002,47,1,EBS,EBS fishery
350,2002,48,1,EBS,EBS fishery
350,2002,51,1,EBS,EBS fishery
350,2002,54,1,EBS,EBS fishery
350,2002,33,1,AI,AI fishery
350,2002,34,1,AI,AI fishery
350,2002,36,1,AI,AI fishery
350,2002,37,3,AI,AI fishery
350,2002,38,2,AI,AI fishery
350,2002,39,1,AI,AI fishery
350,2002,40,1,AI,AI fishery
350,2002,41,2,AI,AI fishery
350,2002,44,1,AI,AI fishery
350,2002,50,2,AI,AI fishery
350,2002,53,2,AI,AI fishery
350,2002,56,1,AI,AI fishery
350,2002,57,2,AI,AI fishery
350,2014,16,1,AI,AI fishery
350,2014,19,1,AI,AI fishery
350,2014,32,1,AI,AI fishery
350,2014,19,1,AI,AI fishery
350,2014,43,1,AI,AI fishery
350,2014,47,1,AI,AI fishery
350,2007,43,1,AI,AI fishery
350,2004,25,1,EBS,EBS fishery
350,2004,26,1,EBS,EBS fishery
350,2004,27,1,EBS,EBS fishery
350,2004,28,1,EBS,EBS fishery
350,2004,31,1,EBS,EBS fishery
350,2004,32,1,EBS,EBS fishery
350,2004,35,1,EBS,EBS fishery
350,2004,36,1,EBS,EBS fishery
350,2004,39,1,EBS,EBS fishery
350,2004,40,1,EBS,EBS fishery
350,2004,30,1,EBS,EBS fishery
350,2004,36,1,EBS,EBS fishery
350,2004,39,2,EBS,EBS fishery
350,2004,17,1,EBS,EBS fishery
350,2004,21,2,EBS,EBS fishery
350,2004,25,1,EBS,EBS fishery
350,2004,26,1,EBS,EBS fishery
350,2004,32,1,EBS,EBS fishery
350,2004,33,2,EBS,EBS fishery
350,2004,34,2,EBS,EBS fishery
350,2004,35,1,EBS,EBS fishery
350,2004,37,2,EBS,EBS fishery
350,2004,38,1,EBS,EBS fishery
350,2004,43,1,EBS,EBS fishery
350,2004,34,2,EBS,EBS fishery
350,2004,24,1,EBS,EBS fishery
350,2006,32,1,EBS,EBS fishery
350,2006,33,1,EBS,EBS fishery
350,2006,36,1,EBS,EBS fishery
350,2006,38,1,EBS,EBS fishery
350,2006,39,2,EBS,EBS fishery
350,2006,40,2,EBS,EBS fishery
350,2006,41,2,EBS,EBS fishery
350,2006,42,1,EBS,EBS fishery
350,2006,44,1,EBS,EBS fishery
350,2006,35,1,EBS,EBS fishery
350,2006,37,1,EBS,EBS fishery
350,2006,28,1,EBS,EBS fishery
350,2017,45,1,AI,AI fishery
350,2017,37,1,AI,AI fishery
350,2017,48,1,AI,AI fishery
350,2017,36,2,AI,AI fishery
350,2017,50,1,AI,AI fishery
350,2017,49,2,AI,AI fishery
350,2017,52,1,AI,AI fishery
350,2017,46,1,AI,AI fishery
350,2017,47,1,AI,AI fishery
350,2017,38,1,AI,AI fishery
350,2017,50,1,AI,AI fishery
350,2017,48,1,AI,AI fishery
350,2005,41,1,AI,AI fishery
350,2021,35,1,AI,AI fishery
350,2009,42,1,EBS,EBS fishery
350,2009,62,1,EBS,EBS fishery
350,2009,53,1,EBS,EBS fishery
350,2009,63,1,EBS,EBS fishery
350,2009,43,2,EBS,EBS fishery
350,2009,50,1,EBS,EBS fishery
350,2009,59,2,EBS,EBS fishery
350,2009,54,2,EBS,EBS fishery
350,2009,64,1,EBS,EBS fishery
350,2009,58,1,EBS,EBS fishery
350,2009,55,1,EBS,EBS fishery
350,2010,41,2,EBS,EBS fishery
350,2010,42,2,EBS,EBS fishery
350,2010,46,1,EBS,EBS fishery
350,2010,50,1,EBS,EBS fishery
350,2010,46,1,EBS,EBS fishery
350,2010,48,1,EBS,EBS fishery
350,2010,60,1,EBS,EBS fishery
350,2010,34,1,EBS,EBS fishery
350,2010,40,1,EBS,EBS fishery
350,2010,41,3,EBS,EBS fishery
350,2010,42,3,EBS,EBS fishery
350,2010,43,1,EBS,EBS fishery
350,2010,44,2,EBS,EBS fishery
350,2010,50,1,EBS,EBS fishery
350,2010,39,1,EBS,EBS fishery
350,2010,41,1,EBS,EBS fishery
350,2010,42,2,EBS,EBS fishery
350,2010,43,1,EBS,EBS fishery
350,2010,46,1,EBS,EBS fishery
350,2010,37,1,EBS,EBS fishery
350,2010,38,2,EBS,EBS fishery
350,2010,39,2,EBS,EBS fishery
350,2010,40,2,EBS,EBS fishery
350,2010,41,2,EBS,EBS fishery
350,2010,43,1,EBS,EBS fishery
350,2010,44,3,EBS,EBS fishery
350,2010,49,1,EBS,EBS fishery
350,2010,34,1,EBS,EBS fishery
350,2010,37,1,EBS,EBS fishery
350,2010,40,1,EBS,EBS fishery
350,2010,36,1,EBS,EBS fishery
350,2010,40,1,EBS,EBS fishery
350,2010,42,1,EBS,EBS fishery
350,2010,27,1,EBS,EBS fishery
350,2010,33,1,EBS,EBS fishery
350,2010,34,1,EBS,EBS fishery
350,2010,35,2,EBS,EBS fishery
350,2010,38,1,EBS,EBS fishery
350,2010,39,2,EBS,EBS fishery
350,2010,40,1,EBS,EBS fishery
350,2010,41,1,EBS,EBS fishery
350,2010,42,1,EBS,EBS fishery
350,2010,40,2,EBS,EBS fishery
350,2010,41,2,EBS,EBS fishery
350,2010,42,2,EBS,EBS fishery
350,2010,43,3,EBS,EBS fishery
350,2010,45,2,EBS,EBS fishery
350,2010,46,1,EBS,EBS fishery
350,2010,36,1,EBS,EBS fishery
350,2010,37,2,EBS,EBS fishery
350,2010,39,1,EBS,EBS fishery
350,2010,40,1,EBS,EBS fishery
350,2010,41,2,EBS,EBS fishery
350,2010,43,1,EBS,EBS fishery
350,2010,44,1,EBS,EBS fishery
350,2010,49,1,EBS,EBS fishery
350,2010,38,1,EBS,EBS fishery
350,2010,39,1,EBS,EBS fishery
350,2010,41,1,EBS,EBS fishery
350,2010,42,3,EBS,EBS fishery
350,2010,43,2,EBS,EBS fishery
350,2010,44,1,EBS,EBS fishery
350,2010,45,1,EBS,EBS fishery
350,2010,46,1,EBS,EBS fishery
350,2010,49,1,EBS,EBS fishery
350,2010,54,1,EBS,EBS fishery
350,2010,33,1,EBS,EBS fishery
350,2010,39,1,EBS,EBS fishery
350,2010,40,1,EBS,EBS fishery
350,2010,42,1,EBS,EBS fishery
350,2010,34,1,EBS,EBS fishery
350,2010,35,2,EBS,EBS fishery
350,2010,39,1,EBS,EBS fishery
350,2004,31,1,EBS,EBS fishery
350,2004,32,1,EBS,EBS fishery
350,2004,34,1,EBS,EBS fishery
350,2004,36,1,EBS,EBS fishery
350,2004,37,1,EBS,EBS fishery
350,2004,38,2,EBS,EBS fishery
350,2004,42,1,EBS,EBS fishery
350,2004,28,1,EBS,EBS fishery
350,2004,34,1,EBS,EBS fishery
350,2004,35,2,EBS,EBS fishery
350,2004,38,2,EBS,EBS fishery
350,2017,33,1,EBS,EBS fishery
350,2017,39,1,EBS,EBS fishery
350,2017,41,1,EBS,EBS fishery
350,2017,38,1,EBS,EBS fishery
350,2017,47,1,EBS,EBS fishery
350,2017,44,1,EBS,EBS fishery
350,2007,33,1,AI,AI fishery
350,2007,35,1,AI,AI fishery
350,2007,43,1,AI,AI fishery
350,2007,37,1,AI,AI fishery
350,2007,23,1,AI,AI fishery
350,2007,26,1,AI,AI fishery
350,2007,27,1,AI,AI fishery
350,2007,30,1,AI,AI fishery
350,2007,22,1,AI,AI fishery
350,2007,32,1,AI,AI fishery
350,2007,49,1,AI,AI fishery
350,2007,35,1,AI,AI fishery
350,2007,36,1,AI,AI fishery
350,2007,37,1,AI,AI fishery
350,2007,45,1,AI,AI fishery
350,2007,31,1,AI,AI fishery
350,2007,13,1,AI,AI fishery
350,2007,17,1,AI,AI fishery
350,2007,19,2,AI,AI fishery
350,2007,20,1,AI,AI fishery
350,2007,21,2,AI,AI fishery
350,2007,23,2,AI,AI fishery
350,2007,25,2,AI,AI fishery
350,2007,20,2,AI,AI fishery
350,2007,21,2,AI,AI fishery
350,2007,22,1,AI,AI fishery
350,2007,30,1,AI,AI fishery
350,2007,23,3,AI,AI fishery
350,2007,26,1,AI,AI fishery
350,2007,33,1,AI,AI fishery
350,2007,34,1,AI,AI fishery
350,2007,15,1,AI,AI fishery
350,2007,22,1,AI,AI fishery
350,2007,23,2,AI,AI fishery
350,2007,27,1,AI,AI fishery
350,2007,41,1,EBS,EBS fishery
350,2007,46,1,EBS,EBS fishery
350,2007,49,1,EBS,EBS fishery
350,2007,54,1,EBS,EBS fishery
350,2007,37,1,EBS,EBS fishery
350,2007,42,2,EBS,EBS fishery
350,2007,44,2,EBS,EBS fishery
350,2007,45,2,EBS,EBS fishery
350,2007,48,1,EBS,EBS fishery
350,2007,49,1,EBS,EBS fishery
350,2007,53,1,EBS,EBS fishery
350,2007,55,1,EBS,EBS fishery
350,2007,57,1,EBS,EBS fishery
350,2007,41,1,EBS,EBS fishery
350,2007,42,1,EBS,EBS fishery
350,2007,57,1,EBS,EBS fishery
350,2007,36,1,EBS,EBS fishery
350,2007,37,1,EBS,EBS fishery
350,2007,39,1,EBS,EBS fishery
350,2007,40,1,EBS,EBS fishery
350,2007,41,1,EBS,EBS fishery
350,2007,45,1,EBS,EBS fishery
350,2007,46,1,EBS,EBS fishery
350,2007,50,1,EBS,EBS fishery
350,2007,51,2,EBS,EBS fishery
350,2007,55,3,EBS,EBS fishery
350,2007,57,1,EBS,EBS fishery
350,2007,40,1,EBS,EBS fishery
350,2007,45,2,EBS,EBS fishery
350,2007,46,1,EBS,EBS fishery
350,2007,50,1,EBS,EBS fishery
350,2007,54,1,EBS,EBS fishery
350,2006,55,1,EBS,EBS fishery
350,2015,52,1,AI,AI fishery
350,2015,51,1,AI,AI fishery
350,2015,46,1,AI,AI fishery
350,2015,57,1,AI,AI fishery
350,2015,52,1,AI,AI fishery
350,2015,41,2,AI,AI fishery
350,2015,39,1,AI,AI fishery
350,2015,61,1,AI,AI fishery
350,2015,57,1,AI,AI fishery
350,2015,43,1,AI,AI fishery
350,2015,43,1,AI,AI fishery
350,2015,51,2,AI,AI fishery
350,2015,39,1,AI,AI fishery
350,2015,58,1,AI,AI fishery
350,2015,52,1,AI,AI fishery
350,2015,39,1,AI,AI fishery
