species_group,model_name,parameter,estimate,std_err,lci,uci
SST,M22_2024,process_error,0.17749541821660245,0.03513603499099615,0.12041702227306099,0.2616293186227928
SST,M22_2024,scaling_parameter_q,0.6947891598675939,0.0636054345706055,0.5806689603037989,0.8313376634028407
SST,M22_2022,process_error,0.1669542412496349,0.03273756057513118,0.11368099795677354,0.24519241713412906
SST,M22_2022,scaling_parameter_q,0.7034598199098345,0.06310014386694784,0.5900472118029519,0.8386713949812468
SST,M22_2026_sens,process_error,0.170502280341299,0.03430376340630781,0.11494098334015705,0.2529213406461813
SST,M22_2026_sens,scaling_parameter_q,0.6940546192596843,0.06258430622729856,0.5816196723060254,0.828224761734413
non-SST,M22_2024,process_error,0.7597402330519084,0.12173263580677018,0.5549804814411887,1.0400459854351376
